The mean of the cross validation scores: 0.41
The std of the cross validation scores: 0.12
The min of the cross validation scores: 0.26
The max of the cross validation scores: 0.69
The list of the cross validation scores: 
0, 0.69
1, 0.26
2, 0.3
3, 0.48
4, 0.31
5, 0.42
6, 0.4
7, 0.47
8, 0.45
9, 0.27
