The mean of the cross validation scores: 0.95
The std of the cross validation scores: 0.03
The min of the cross validation scores: 0.91
The max of the cross validation scores: 0.99
The list of the cross validation scores: 
0, 0.92
1, 0.91
2, 0.97
3, 0.96
4, 0.99
5, 0.96
6, 0.91
7, 0.95
8, 0.99
9, 0.98
