The mean of the cross validation scores: 0.89
The std of the cross validation scores: 0.08
The min of the cross validation scores: 0.73
The max of the cross validation scores: 0.98
The list of the cross validation scores: 
0, 0.78
1, 0.73
2, 0.9
3, 0.98
4, 0.98
5, 0.79
6, 0.88
7, 0.92
8, 0.95
9, 0.94
