The mean of the cross validation scores: 0.98
The std of the cross validation scores: 0.02
The min of the cross validation scores: 0.92
The max of the cross validation scores: 1.0
The list of the cross validation scores: 
0, 0.92
1, 0.99
2, 0.98
3, 0.93
4, 0.99
5, 0.98
6, 0.99
7, 1.0
8, 0.99
9, 0.99
