The mean of the cross validation scores: 0.86
The std of the cross validation scores: 0.11
The min of the cross validation scores: 0.67
The max of the cross validation scores: 0.98
The list of the cross validation scores: 
0, 0.76
1, 0.89
2, 0.67
3, 0.96
4, 0.96
5, 0.72
6, 0.82
7, 0.9
8, 0.98
9, 0.97
