The mean of the cross validation scores: 0.95
The std of the cross validation scores: 0.05
The min of the cross validation scores: 0.84
The max of the cross validation scores: 1.0
The list of the cross validation scores: 
0, 0.84
1, 0.97
2, 0.96
3, 0.95
4, 1.0
5, 0.96
6, 0.96
7, 0.89
8, 0.96
9, 1.0
