The mean of the cross validation scores: 0.97
The std of the cross validation scores: 0.03
The min of the cross validation scores: 0.9
The max of the cross validation scores: 0.99
The list of the cross validation scores: 
0, 0.9
1, 0.99
2, 0.97
3, 0.93
4, 0.96
5, 0.98
6, 0.99
7, 0.99
8, 0.99
9, 0.98
