The mean of the cross validation scores: 0.94
The std of the cross validation scores: 0.06
The min of the cross validation scores: 0.83
The max of the cross validation scores: 1.0
The list of the cross validation scores: 
0, 0.96
1, 0.83
2, 0.98
3, 0.99
4, 1.0
5, 0.96
6, 0.91
7, 0.9
8, 0.87
9, 0.99
