The mean of the cross validation scores: 0.96
The std of the cross validation scores: 0.03
The min of the cross validation scores: 0.91
The max of the cross validation scores: 1.0
The list of the cross validation scores: 
0, 0.96
1, 0.98
2, 0.98
3, 0.91
4, 0.94
5, 0.93
6, 1.0
7, 1.0
8, 0.94
9, 0.98
