The mean of the cross validation scores: 0.83
The std of the cross validation scores: 0.07
The min of the cross validation scores: 0.72
The max of the cross validation scores: 0.92
The list of the cross validation scores: 
0, 0.83
1, 0.72
2, 0.8
3, 0.87
4, 0.89
5, 0.91
6, 0.87
7, 0.78
8, 0.74
9, 0.92
