The mean of the cross validation scores: 0.77
The std of the cross validation scores: 0.07
The min of the cross validation scores: 0.66
The max of the cross validation scores: 0.87
The list of the cross validation scores: 
0, 0.77
1, 0.74
2, 0.82
3, 0.71
4, 0.71
5, 0.66
6, 0.87
7, 0.79
8, 0.82
9, 0.86
