The mean of the cross validation scores: 0.97
The std of the cross validation scores: 0.02
The min of the cross validation scores: 0.91
The max of the cross validation scores: 0.99
The list of the cross validation scores: 
0, 0.91
1, 0.99
2, 0.97
3, 0.93
4, 0.97
5, 0.98
6, 0.97
7, 0.99
8, 0.98
9, 0.98
